epoch,temperature
1547659200,23.26
1547659800,23.15
1547660400,23.1
1547661000,23.15
1547661600,23.31
1547662200,23.33
1547662800,23.28
1547663400,23.16
1547664000,23
1547664600,23.03
1547665200,23.29
1547665800,23.52
1547666400,23.65
1547667000,23.7
1547667600,23.7
1547668200,23.59
1547668800,23.55
1547669400,23.47
1547670000,23.42
1547670600,23.4
1547671200,23.4
1547671800,23.41
1547672400,23.43
1547673000,23.35
1547673600,23.19
1547674200,23.08
1547674800,23
1547675400,22.99
1547676000,22.9
1547676600,22.85
1547677200,22.79
1547677800,22.65
1547678400,22.6
1547679000,22.51
1547679600,22.41
1547680200,22.35
1547680800,22.28
1547681400,22.2
1547682000,22.11
1547682600,22.02
1547683200,21.92
1547683800,21.88
1547684400,21.8
1547685000,21.71
1547685600,21.69
1547686200,21.61
1547686800,21.54
1547687400,21.49
1547688000,21.41
1547688600,21.43
1547689200,21.49
1547689800,21.44
1547690400,21.49
1547691000,21.43
1547691600,21.4
1547692200,21.4
1547692800,21.4
1547693400,21.4
1547694000,21.38
1547694600,21.35
1547695200,21.38
1547695800,21.38
1547696400,21.32
1547697000,21.3
1547697600,21.3
1547698200,21.3
1547698800,21.3
1547699400,21.3
1547700000,21.24
1547700600,21.2
1547701200,21.14
1547701800,21.28
1547702400,21.75
1547703000,22.22
1547703600,22.72
1547704200,23.12
1547704800,23.38
1547705400,23.49
1547706000,23.5
1547706600,23.42
1547707200,23.32
1547707800,23.19
1547708400,23.2
1547709000,23.38
1547709600,23.57
1547710200,23.62
1547710800,23.6
1547711400,23.48
1547712000,23.4
1547712600,23.3
1547713200,23.28
1547713800,23.23
1547714400,23.3
1547715000,23.39
1547715600,23.54
1547716200,23.62
1547716800,23.68
1547717400,23.7
1547718000,23.7
1547718600,23.7
1547719200,23.65
1547719800,23.61
1547720400,23.63
1547721000,23.67
1547721600,23.68
1547722200,23.68
1547722800,23.7
1547723400,23.7
1547724000,23.72
1547724600,23.75
1547725200,23.8
1547725800,23.8
1547726400,23.83
1547727000,23.85
1547727600,23.87
1547728200,23.88
1547728800,23.86
1547729400,23.9
1547730000,23.9
1547730600,23.81
1547731200,23.79
1547731800,23.8
1547732400,23.8
1547733000,23.8
1547733600,23.75
1547734200,23.74
1547734800,23.73
1547735400,23.77
1547736000,23.82
1547736600,23.8
1547737200,23.89
1547737800,23.89
1547738400,23.88
1547739000,23.86
1547739600,23.81
1547740200,23.79
1547740800,23.8
1547741400,23.8
1547742000,23.8
1547742600,23.82
1547743200,23.8
1547743800,23.83
1547744400,23.9
1547745000,23.9
1547745600,23.9
1547746200,23.86
1547746800,23.9
1547747400,23.87
1547748000,23.8
1547748600,23.8
1547749200,23.77
1547749800,23.77
1547750400,23.79
1547751000,23.78
1547751600,23.43
1547752200,23.3
1547752800,23.31
1547753400,23.37
1547754000,23.38
1547754600,23.47
1547755200,23.52
1547755800,23.5
1547756400,23.56
1547757000,23.6
1547757600,23.52
1547758200,23.42
1547758800,23.4
1547759400,23.35
1547760000,23.3
1547760600,23.22
1547761200,23.19
1547761800,23.18
1547762400,23.13
1547763000,23.04
1547763600,22.94
1547764200,22.88
1547764800,22.84
1547765400,22.8
1547766000,22.71
1547766600,22.66
1547767200,22.6
1547767800,22.54
1547768400,22.5
1547769000,22.44
1547769600,22.39
1547770200,22.3
1547770800,22.3
1547771400,22.21
1547772000,22.17
1547772600,22.1
1547773200,22.1
1547773800,22.01
1547774400,22
1547775000,22.0
1547775600,22.0
1547776200,21.98
1547776800,22
1547777400,22.0
1547778000,22.0
1547778600,22.0
1547779200,22.0
1547779800,22.0
1547780400,22.0
1547781000,21.98
1547781600,22
1547782200,21.97
1547782800,21.95
1547783400,21.9
1547784000,21.9
1547784600,21.9
1547785200,21.9
1547785800,21.9
1547786400,21.9
1547787000,21.86
1547787600,21.78
1547788200,21.84
1547788800,22.06
1547789400,22.47
1547790000,22.8
1547790600,23.16
1547791200,23.53
1547791800,23.66
1547792400,23.7
1547793000,23.69
1547793600,23.61
1547794200,23.51
1547794800,23.37
1547795400,23.24
1547796000,23.12
1547796600,22.99
1547797200,22.87
1547797800,22.78
1547798400,22.68
1547799000,22.57
1547799600,22.47
1547800200,22.38
1547800800,22.3
1547801400,22.21
1547802000,22.16
1547802600,22.1
1547803200,22.01
1547803800,21.99
1547804400,21.91
1547805000,21.9
1547805600,21.86
1547806200,21.82
1547806800,21.78
1547807400,21.71
1547808000,21.7
1547808600,21.7
1547809200,21.64
1547809800,21.6
1547810400,21.59
1547811000,21.57
1547811600,21.58
1547812200,21.52
1547812800,21.52
1547813400,21.5
1547814000,21.48
1547814600,21.42
1547815200,21.4
1547815800,21.4
1547816400,21.4
1547817000,21.4
1547817600,21.4
1547818200,21.41
1547818800,21.53
1547819400,21.6
1547820000,21.6
1547820600,21.55
1547821200,21.45
1547821800,21.43
1547822400,21.49
1547823000,21.47
1547823600,21.5
1547824200,21.5
1547824800,21.5
1547825400,21.49
1547826000,21.47
1547826600,21.48
1547827200,21.4
1547827800,21.35
1547828400,21.33
1547829000,21.3
1547829600,21.36
1547830200,21.39
1547830800,21.39
1547831400,21.94
1547832000,22.56
1547832600,22.82
1547833200,22.9
1547833800,22.88
1547834400,22.81
1547835000,22.7
1547835600,22.66
1547836200,22.6
1547836800,22.54
1547837400,22.41
1547838000,22.55
1547838600,22.68
1547839200,22.67
1547839800,22.56
1547840400,22.39
1547841000,22.25
1547841600,22.23
1547842200,22.45
1547842800,22.6
1547843400,22.6
1547844000,22.51
1547844600,22.38
1547845200,22.27
1547845800,22.14
1547846400,22.14
1547847000,22.14
1547847600,22.2
1547848200,22.2
1547848800,22.18
1547849400,22.1
1547850000,22.09
1547850600,22
1547851200,21.95
1547851800,21.86
1547852400,21.8
1547853000,21.72
1547853600,21.64
1547854200,21.56
1547854800,21.5
1547855400,21.4
1547856000,21.35
1547856600,21.28
1547857200,21.2
1547857800,21.18
1547858400,21.19
1547859000,21.11
1547859600,21.02
1547860200,20.99
1547860800,20.93
1547861400,20.96
1547862000,20.9
1547862600,20.9
1547863200,20.82
1547863800,20.8
1547864400,20.8
1547865000,20.8
1547865600,20.8
1547866200,20.8
1547866800,20.75
1547867400,20.7
1547868000,20.7
1547868600,20.7
1547869200,20.7
1547869800,20.7
1547870400,20.68
1547871000,20.6
1547871600,20.6
1547872200,20.6
1547872800,20.59
1547873400,20.5
1547874000,20.43
1547874600,20.53
1547875200,20.88
1547875800,21.3
1547876400,21.7
1547877000,22.07
1547877600,22.2
1547878200,22.2
1547878800,22.14
1547879400,22.05
1547880000,22
1547880600,21.93
1547881200,21.88
1547881800,22.02
1547882400,22.22
1547883000,22.25
1547883600,22.17
1547884200,22.05
1547884800,21.95
1547885400,21.95
1547886000,22.09
1547886600,22.2
1547887200,22.18
1547887800,22.1
1547888400,22.01
1547889000,21.94
1547889600,21.9
1547890200,21.94
1547890800,22.02
1547891400,22.1
1547892000,22.03
1547892600,22
1547893200,21.93
1547893800,21.9
1547894400,21.81
1547895000,21.8
1547895600,21.81
1547896200,21.9
1547896800,21.95
1547897400,22.01
1547898000,22.16
1547898600,22.2
1547899200,22.12
1547899800,22.01
1547900400,22.01
1547901000,22.11
1547901600,22.27
1547902200,22.36
1547902800,22.31
1547903400,22.27
1547904000,22.2
1547904600,22.1
1547905200,22.1
1547905800,22.18
1547906400,22.28
1547907000,22.3
1547907600,22.23
1547908200,22.2
1547908800,22.13
1547909400,22.04
1547910000,21.91
1547910600,21.9
1547911200,21.93
1547911800,22
1547912400,22.0
1547913000,21.95
1547913600,21.9
1547914200,21.81
1547914800,21.75
1547915400,21.7
1547916000,21.65
1547916600,21.67
1547917200,21.7
1547917800,21.7
1547918400,21.77
1547919000,21.77
1547919600,21.7
1547920200,21.7
1547920800,21.76
1547921400,21.76
1547922000,21.74
1547922600,21.76
1547923200,21.8
1547923800,21.88
1547924400,21.89
1547925000,21.9
1547925600,21.9
1547926200,21.9
1547926800,21.83
1547927400,21.8
1547928000,21.8
1547928600,21.8
1547929200,21.94
1547929800,22.09
1547930400,22.11
1547931000,22.2
1547931600,22.17
1547932200,22.1
1547932800,22.02
1547933400,21.92
1547934000,21.9
1547934600,21.9
1547935200,21.87
1547935800,21.85
1547936400,21.82
1547937000,21.84
1547937600,21.8
1547938200,21.7
1547938800,21.7
1547939400,21.66
1547940000,21.6
1547940600,21.5
1547941200,21.43
1547941800,21.38
1547942400,21.31
1547943000,21.29
1547943600,21.2
1547944200,21.1
1547944800,21.07
1547945400,21.02
1547946000,20.89
1547946600,20.79
1547947200,20.71
1547947800,20.76
1547948400,20.8
1547949000,20.72
1547949600,20.64
1547950200,20.63
1547950800,20.6
1547951400,20.57
1547952000,20.55
1547952600,20.5
1547953200,20.49
1547953800,20.4
1547954400,20.4
1547955000,20.39
1547955600,20.3
1547956200,20.3
1547956800,20.3
1547957400,20.3
1547958000,20.25
1547958600,20.2
1547959200,20.19
1547959800,20.1
1547960400,20.01
1547961000,20.12
1547961600,20.52
1547962200,21.01
1547962800,21.52
1547963400,21.89
1547964000,22.05
1547964600,22.1
1547965200,22.12
1547965800,22.07
1547966400,22
1547967000,21.92
1547967600,21.9
1547968200,22
1547968800,22.19
1547969400,22.28
1547970000,22.3
1547970600,22.24
1547971200,22.2
1547971800,22.21
1547972400,22.39
1547973000,22.53
1547973600,22.59
1547974200,22.49
1547974800,22.41
1547975400,22.34
1547976000,22.34
1547976600,22.54
1547977200,22.68
1547977800,22.7
1547978400,22.63
1547979000,22.55
1547979600,22.49
1547980200,22.54
1547980800,22.7
1547981400,22.8
1547982000,22.8
1547982600,22.74
1547983200,22.66
1547983800,22.54
1547984400,22.49
1547985000,22.7
1547985600,22.83
1547986200,22.83
1547986800,22.74
1547987400,22.63
1547988000,22.55
1547988600,22.72
1547989200,22.83
1547989800,22.9
1547990400,22.89
1547991000,22.8
1547991600,22.62
1547992200,22.45
1547992800,22.42
1547993400,22.48
1547994000,22.81
1547994600,22.92
1547995200,22.9
1547995800,22.91
1547996400,22.79
1547997000,22.66
1547997600,22.54
1547998200,22.34
1547998800,22.26
1547999400,22.12
1548000000,22.05
1548000600,21.93
1548001200,21.83
1548001800,21.88
1548002400,22.14
1548003000,22.27
1548003600,22.3
1548004200,22.3
1548004800,22.23
1548005400,22.15
1548006000,22.1
1548006600,22.05
1548007200,22
1548007800,21.9
1548008400,21.9
1548009000,21.9
1548009600,21.92
1548010200,22.01
1548010800,22.1
1548011400,22.11
1548012000,22.17
1548012600,22.2
1548013200,22.18
1548013800,22.26
1548014400,22.36
1548015000,22.4
1548015600,22.38
1548016200,22.31
1548016800,22.42
1548017400,22.5
1548018000,22.5
1548018600,22.49
1548019200,22.45
1548019800,22.4
1548020400,22.4
1548021000,22.39
1548021600,22.32
1548022200,22.36
1548022800,22.29
1548023400,22.2
1548024000,22.1
1548024600,22.09
1548025200,22
1548025800,21.97
1548026400,21.88
1548027000,21.77
1548027600,21.61
1548028200,21.32
1548028800,20.98
1548029400,20.75
1548030000,20.7
1548030600,20.57
1548031200,20.5
1548031800,20.47
1548032400,20.4
1548033000,20.4
1548033600,20.32
1548034200,20.3
1548034800,20.3
1548035400,20.3
1548036000,20.28
1548036600,20.25
1548037200,20.2
1548037800,20.2
1548038400,20.2
1548039000,20.2
1548039600,20.18
1548040200,20.12
1548040800,20.1
1548041400,20.1
1548042000,20.1
1548042600,20.1
1548043200,20.1
1548043800,20.08
1548044400,20.03
1548045000,20
1548045600,20.0
1548046200,19.92
1548046800,19.83
1548047400,19.91
1548048000,20.14
1548048600,20.45
1548049200,20.77
1548049800,21.1
1548050400,21.37
1548051000,21.54
1548051600,21.6
1548052200,21.6
1548052800,21.6
1548053400,21.6
1548054000,21.52
1548054600,21.67
1548055200,21.7
1548055800,21.82
1548056400,21.9
1548057000,21.9
1548057600,21.9
1548058200,21.95
1548058800,21.97
1548059400,21.92
1548060000,22
1548060600,22.1
1548061200,22.16
1548061800,22.13
1548062400,22.11
1548063000,22.1
1548063600,22.1
1548064200,22.12
1548064800,22.4
1548065400,22.52
1548066000,22.5
1548066600,22.41
1548067200,22.4
1548067800,22.33
1548068400,22.3
1548069000,22.36
1548069600,22.51
1548070200,22.6
1548070800,22.59
1548071400,22.51
1548072000,22.48
1548072600,22.41
1548073200,22.38
1548073800,22.39
1548074400,22.55
1548075000,22.99
1548075600,23.31
1548076200,23.4
1548076800,23.35
1548077400,23.26
1548078000,23.16
1548078600,23.04
1548079200,22.88
1548079800,22.69
1548080400,22.54
1548081000,22.37
1548081600,22.2
1548082200,22.08
1548082800,22
1548083400,22.0
1548084000,22.0
1548084600,21.94
1548085200,21.89
1548085800,21.83
1548086400,22.27
1548087000,22.7
1548087600,22.92
1548088200,23.02
1548088800,23.06
1548089400,23.06
1548090000,22.96
1548090600,22.89
1548091200,22.82
1548091800,22.8
1548092400,22.8
1548093000,22.81
1548093600,22.89
1548094200,22.9
1548094800,22.9
1548095400,22.9
1548096000,22.9
1548096600,22.9
1548097200,22.92
1548097800,22.91
1548098400,22.99
1548099000,22.94
1548099600,22.9
1548100200,22.86
1548100800,22.93
1548101400,23
1548102000,23.01
1548102600,23.03
1548103200,23.05
1548103800,23.03
1548104400,22.99
1548105000,22.87
1548105600,22.63
1548106200,22.51
1548106800,22.38
1548107400,22.3
1548108000,22.22
1548108600,22.17
1548109200,22.05
1548109800,21.92
1548110400,21.78
1548111000,21.65
1548111600,21.53
1548112200,21.44
1548112800,21.34
1548113400,21.31
1548114000,21.24
1548114600,21.14
1548115200,21.01
1548115800,20.92
1548116400,20.8
1548117000,20.7
1548117600,20.61
1548118200,20.56
1548118800,20.5
1548119400,20.39
1548120000,20.35
1548120600,20.4
1548121200,20.4
1548121800,20.4
1548122400,20.4
1548123000,20.37
1548123600,20.3
1548124200,20.3
1548124800,20.3
1548125400,20.3
1548126000,20.29
1548126600,20.2
1548127200,20.21
1548127800,20.27
1548128400,20.2
1548129000,20.17
1548129600,20.1
1548130200,20.1
1548130800,20.07
1548131400,19.94
1548132000,19.9
1548132600,19.85
1548133200,19.72
1548133800,19.82
1548134400,20.24
1548135000,20.66
1548135600,21.11
1548136200,21.53
1548136800,21.8
1548137400,22.01
1548138000,22.14
1548138600,22.25
1548139200,22.38
1548139800,22.52
1548140400,22.57
1548141000,22.65
1548141600,22.7
1548142200,22.76
1548142800,22.81
1548143400,22.89
1548144000,22.9
1548144600,22.9
1548145200,22.94
1548145800,23
1548146400,23.03
1548147000,23.15
1548147600,23.2
1548148200,23.28
1548148800,23.25
1548149400,23.25
1548150000,23.3
1548150600,23.3
1548151200,23.3
1548151800,23.3
1548152400,23.3
1548153000,23.3
1548153600,23.3
1548154200,23.3
1548154800,23.29
1548155400,23.3
1548156000,23.37
1548156600,23.33
1548157200,23.3
1548157800,23.3
1548158400,23.53
1548159000,23.6
1548159600,23.61
1548160200,23.6
1548160800,23.52
1548161400,23.5
1548162000,23.46
1548162600,23.47
1548163200,23.5
1548163800,23.51
1548164400,23.57
1548165000,23.54
1548165600,23.64
1548166200,23.66
1548166800,23.56
1548167400,23.48
1548168000,23.4
1548168600,23.31
1548169200,23.32
1548169800,23.29
1548170400,23.21
1548171000,23.19
1548171600,23.14
1548172200,23.18
1548172800,23.19
1548173400,23.21
1548174000,23.17
1548174600,23.14
1548175200,23.1
1548175800,23.19
1548176400,23.2
1548177000,23.2
1548177600,23.2
1548178200,23.17
1548178800,23.2
1548179400,23.07
1548180000,23.17
1548180600,23.23
1548181200,22.83
1548181800,22.34
1548182400,22.25
1548183000,22.2
1548183600,22.2
1548184200,22.19
1548184800,22.17
1548185400,22.2
1548186000,22.14
1548186600,22.15
1548187200,22.19
1548187800,22.2
1548188400,22.27
1548189000,22.85
1548189600,23.08
1548190200,23.26
1548190800,23.3
1548191400,23.28
1548192000,23.16
1548192600,23.05
1548193200,22.91
1548193800,22.88
1548194400,22.75
1548195000,22.63
1548195600,22.49
1548196200,22.37
1548196800,22.22
1548197400,22.09
1548198000,21.98
1548198600,21.87
1548199200,21.93
1548199800,22.26
1548200400,22.57
1548201000,22.81
1548201600,22.86
1548202200,22.82
1548202800,22.8
1548203400,22.74
1548204000,22.63
1548204600,22.53
1548205200,22.74
1548205800,23.09
1548206400,23.28
1548207000,23.29
1548207600,23.2
1548208200,23.12
1548208800,23
1548209400,23.02
1548210000,23.18
1548210600,23.34
1548211200,23.33
1548211800,23.27
1548212400,23.15
1548213000,23.03
1548213600,22.93
1548214200,23.01
1548214800,23.12
1548215400,23.21
1548216000,23.24
1548216600,23.19
1548217200,23.11
1548217800,23.04
1548218400,22.97
1548219000,22.9
1548219600,22.91
1548220200,22.98
1548220800,23.02
1548221400,23.09
1548222000,23.1
1548222600,23.12
1548223200,23.1
1548223800,23.05
1548224400,22.99
1548225000,22.96
1548225600,22.98
1548226200,22.96
1548226800,22.85
1548227400,22.62
1548228000,22.47
1548228600,22.34
1548229200,22.19
1548229800,22.03
1548230400,21.9
1548231000,21.81
1548231600,21.73
1548232200,21.64
1548232800,21.55
1548233400,21.48
1548234000,21.41
1548234600,21.33
1548235200,21.3
1548235800,21.28
1548236400,21.2
1548237000,21.2
1548237600,21.19
1548238200,21.12
1548238800,21.1
1548239400,21.08
1548240000,21.07
1548240600,21.03
1548241200,21.01
1548241800,21
1548242400,21.0
1548243000,20.97
1548243600,20.92
1548244200,20.91
1548244800,20.9
1548245400,20.9
1548246000,20.9
1548246600,20.86
1548247200,20.8
1548247800,20.8
1548248400,20.8
1548249000,20.8
1548249600,20.71
1548250200,20.71
1548250800,20.75
1548251400,20.84
1548252000,20.9
1548252600,20.86
1548253200,20.8
1548253800,20.75
1548254400,20.7
1548255000,20.7
1548255600,20.65
1548256200,20.62
1548256800,20.6
1548257400,20.6
1548258000,20.56
1548258600,20.51
1548259200,20.5
1548259800,20.5
1548260400,20.5
1548261000,20.5
1548261600,20.51
1548262200,20.6
1548262800,20.62
1548263400,20.62
1548264000,20.59
1548264600,20.52
1548265200,20.49
1548265800,20.49
1548266400,20.5
1548267000,20.5
1548267600,20.51
1548268200,20.5
1548268800,20.51
1548269400,20.5
1548270000,20.45
1548270600,20.41
1548271200,20.4
1548271800,20.4
1548272400,20.4
1548273000,20.4
1548273600,20.4
1548274200,20.4
1548274800,20.4
1548275400,20.4
1548276000,20.38
1548276600,20.31
1548277200,20.3
1548277800,20.3
1548278400,20.29
1548279000,20.29
1548279600,20.28
1548280200,20.3
1548280800,20.3
1548281400,20.3
1548282000,20.3
1548282600,20.28
1548283200,20.29
1548283800,20.28
1548284400,20.3
1548285000,20.3
1548285600,20.29
1548286200,20.28
1548286800,20.28
1548287400,20.21
1548288000,20.2
1548288600,20.2
1548289200,20.2
1548289800,20.2
1548290400,20.2
1548291000,20.18
1548291600,20.17
1548292200,20.1
1548292800,20.15
1548293400,20.25
1548294000,20.32
1548294600,20.4
1548295200,20.4
1548295800,20.46
1548296400,20.43
1548297000,20.44
1548297600,20.43
1548298200,20.46
1548298800,20.44
1548299400,20.48
1548300000,20.5
1548300600,20.51
1548301200,20.58
1548301800,20.6
1548302400,20.6
1548303000,20.6
1548303600,20.55
1548304200,20.54
1548304800,20.55
1548305400,20.49
1548306000,20.41
1548306600,20.4
1548307200,20.4
1548307800,20.4
1548308400,20.4
1548309000,20.4
1548309600,20.4
1548310200,20.4
1548310800,20.39
1548311400,20.33
1548312000,20.3
1548312600,20.3
1548313200,20.3
1548313800,20.3
1548314400,20.28
1548315000,20.27
1548315600,20.21
1548316200,20.2
1548316800,20.23
1548317400,20.22
1548318000,20.21
1548318600,20.2
1548319200,20.2
1548319800,20.2
1548320400,20.2
1548321000,20.22
1548321600,20.25
1548322200,20.29
1548322800,20.27
1548323400,20.28
1548324000,20.27
1548324600,20.27
1548325200,20.27
1548325800,20.29
1548326400,20.3
1548327000,20.24
1548327600,20.26
1548328200,20.25
1548328800,20.23
1548329400,20.24
1548330000,20.25
1548330600,20.27
1548331200,20.28
1548331800,20.3
1548332400,20.3
1548333000,20.3
1548333600,20.37
1548334200,20.39
1548334800,20.48
1548335400,20.58
1548336000,20.71
1548336600,20.8
1548337200,20.82
1548337800,20.94
1548338400,21
1548339000,21.04
1548339600,21.1
1548340200,21.14
1548340800,21.2
1548341400,21.2
1548342000,21.13
1548342600,20.88
1548343200,20.7
1548343800,20.58
1548344400,20.46
1548345000,20.44
1548345600,20.4
1548346200,20.4
1548346800,20.4
1548347400,20.4
1548348000,20.33
1548348600,20.3
1548349200,20.28
1548349800,20.28
1548350400,20.2
1548351000,20.19
1548351600,20.1
1548352200,20.1
1548352800,20.1
1548353400,20.1
1548354000,20.1
1548354600,20.16
1548355200,20.17
1548355800,20.17
1548356400,20.13
1548357000,20.1
1548357600,20.1
1548358200,20.1
1548358800,20.08
